CaseID,Activity,CompleteTimestamp,CumTimeInterval,NormalizedTime
41,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
42,Activity A,1970-01-01 09:00:00,0.0,0.0
42,,1970-01-01 10:00:00,3600.0,0.12499956597372927
42,Activity C,1970-01-01 11:00:00,7200.0,0.24999913194745854
42,Activity D,,,
42,Activity E,1970-01-01 13:00:00,14400.0,0.4999982638949171
42,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
42,,1970-01-01 14:00:00,18000.0,0.6249978298686463
42,,1970-01-01 14:00:00,18000.0,0.6249978298686463
42,Activity J,,,
42,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
42,,1970-01-01 15:00:00,21600.0,0.7499973958423756
42,,1970-01-01 15:00:00,21600.0,0.7499973958423756
42,,1970-01-01 16:00:00,25200.0,0.8749969618161049
42,,1970-01-01 17:00:00,28800.0,0.9999965277898342
43,Activity A,,,
43,Activity B,,,
43,Activity C,,,
43,Activity D,1970-01-01 12:00:00,10800.0,0.0
43,Activity E,,,
43,,1970-01-01 14:00:00,18000.0,0.6666604938843159
43,Activity M,1970-01-01 14:00:00,18000.0,0.6666604938843159
43,Activity K,,,
43,,1970-01-01 15:00:00,21600.0,0.9999907408264738
43,Activity I,1970-01-01 15:00:00,21600.0,0.9999907408264738
43,,1970-01-01 15:00:00,21600.0,0.9999907408264738
43,,,,
43,Activity H,,,
43,Activity F,,,
44,Activity A,1970-01-01 09:00:00,0.0,0.0
44,,1970-01-01 10:00:00,3600.0,0.12499956597372927
44,Activity C,1970-01-01 11:00:00,7200.0,0.24999913194745854
44,,1970-01-01 12:00:00,10800.0,0.3749986979211878
44,,,,
44,Activity M,,,
44,,,,
44,,1970-01-01 14:00:00,18000.0,0.6249978298686463
44,,1970-01-01 15:00:00,21600.0,0.7499973958423756
44,Activity L,1970-01-01 15:00:00,21600.0,0.7499973958423756
44,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
44,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
44,Activity H,,,
44,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
45,,1970-01-01 09:00:00,0.0,0.0
45,Activity B,,,
45,Activity C,1970-01-01 11:00:00,7200.0,0.24999913194745854
45,,,,
45,Activity E,1970-01-01 13:00:00,14400.0,0.4999982638949171
45,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
45,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
45,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
45,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
45,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
45,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
45,Activity L,1970-01-01 15:00:00,21600.0,0.7499973958423756
45,Activity H,,,
45,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
46,Activity A,1970-01-01 09:00:00,0.0,0.0
46,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
46,Activity C,,,
46,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
46,,1970-01-01 13:00:00,14400.0,0.4999982638949171
46,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
46,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
46,Activity G,,,
46,Activity L,1970-01-01 15:00:00,21600.0,0.7499973958423756
46,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
46,Activity I,,,
46,,1970-01-01 15:00:00,21600.0,0.7499973958423756
46,,,,
46,,1970-01-01 17:00:00,28800.0,0.9999965277898342
47,Activity A,,,
47,,1970-01-01 10:00:00,3600.0,0.0
47,Activity C,1970-01-01 11:00:00,7200.0,0.1428565759659684
47,Activity D,1970-01-01 12:00:00,10800.0,0.2857131519319368
47,Activity E,1970-01-01 13:00:00,14400.0,0.4285697278979052
47,,,,
47,Activity G,1970-01-01 14:00:00,18000.0,0.5714263038638736
47,Activity K,,,
47,,1970-01-01 15:00:00,21600.0,0.714282879829842
47,,1970-01-01 15:00:00,21600.0,0.714282879829842
47,Activity I,1970-01-01 15:00:00,21600.0,0.714282879829842
47,,,,
47,Activity H,1970-01-01 16:00:00,25200.0,0.8571394557958104
47,,1970-01-01 17:00:00,28800.0,0.9999960317617788
48,Activity A,1970-01-01 09:00:00,0.0,0.0
48,Activity B,1970-01-01 10:00:00,3600.0,0.1428565759659684
48,Activity C,,,
48,Activity D,1970-01-01 12:00:00,10800.0,0.4285697278979052
48,Activity E,1970-01-01 13:00:00,14400.0,0.5714263038638736
48,Activity M,,,
48,,1970-01-01 14:00:00,18000.0,0.714282879829842
48,Activity K,,,
48,Activity N,1970-01-01 15:00:00,21600.0,0.8571394557958104
48,Activity I,1970-01-01 15:00:00,21600.0,0.8571394557958104
48,Activity J,1970-01-01 15:00:00,21600.0,0.8571394557958104
48,,,,
48,Activity H,1970-01-01 16:00:00,25200.0,0.9999960317617788
48,Activity F,,,
49,Activity A,1970-01-01 09:00:00,0.0,0.0
49,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
49,Activity C,1970-01-01 11:00:00,7200.0,0.24999913194745854
49,Activity D,,,
49,Activity E,1970-01-01 13:00:00,14400.0,0.4999982638949171
49,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
49,,1970-01-01 14:00:00,18000.0,0.6249978298686463
49,,1970-01-01 14:00:00,18000.0,0.6249978298686463
49,Activity N,,,
49,Activity L,1970-01-01 15:00:00,21600.0,0.7499973958423756
49,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
49,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
49,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
49,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
50,Activity A,1970-01-01 09:00:00,0.0,0.0
50,,1970-01-01 10:00:00,3600.0,0.16666589506530063
50,Activity C,1970-01-01 11:00:00,7200.0,0.33333179013060127
50,Activity D,,,
50,Activity E,1970-01-01 13:00:00,14400.0,0.6666635802612025
50,Activity G,,,
50,Activity M,1970-01-01 14:00:00,18000.0,0.8333294753265031
50,,1970-01-01 14:00:00,18000.0,0.8333294753265031
50,Activity J,1970-01-01 15:00:00,21600.0,0.9999953703918039
50,Activity I,1970-01-01 15:00:00,21600.0,0.9999953703918039
50,Activity N,1970-01-01 15:00:00,21600.0,0.9999953703918039
50,Activity L,,,
50,Activity H,,,
50,Activity F,,,
51,Activity A,,,
51,,1970-01-01 10:00:00,3600.0,0.0
51,Activity C,1970-01-01 11:00:00,7200.0,0.16666589506530063
51,Activity D,1970-01-01 12:00:00,10800.0,0.33333179013060127
51,,,,
51,,1970-01-01 14:00:00,18000.0,0.6666635802612025
51,,,,
51,,,,
51,Activity N,1970-01-01 15:00:00,21600.0,0.8333294753265031
51,Activity L,1970-01-01 15:00:00,21600.0,0.8333294753265031
51,Activity J,1970-01-01 15:00:00,21600.0,0.8333294753265031
51,,,,
51,,1970-01-01 16:00:00,25200.0,0.9999953703918039
51,Activity F,,,
52,Activity A,,,
52,Activity B,,,
52,Activity C,,,
52,Activity D,1970-01-01 12:00:00,10800.0,0.0
52,Activity E,1970-01-01 13:00:00,14400.0,0.1999988888950617
52,Activity G,1970-01-01 14:00:00,18000.0,0.3999977777901234
52,Activity M,1970-01-01 14:00:00,18000.0,0.3999977777901234
52,Activity K,1970-01-01 14:00:00,18000.0,0.3999977777901234
52,Activity J,1970-01-01 15:00:00,21600.0,0.5999966666851851
52,Activity I,1970-01-01 15:00:00,21600.0,0.5999966666851851
52,,,,
52,Activity L,1970-01-01 15:00:00,21600.0,0.5999966666851851
52,,1970-01-01 16:00:00,25200.0,0.7999955555802468
52,,1970-01-01 17:00:00,28800.0,0.9999944444753085
53,Activity A,1970-01-01 09:00:00,0.0,0.0
53,Activity B,,,
53,Activity C,1970-01-01 11:00:00,7200.0,0.24999913194745854
53,,1970-01-01 12:00:00,10800.0,0.3749986979211878
53,,1970-01-01 13:00:00,14400.0,0.4999982638949171
53,,,,
53,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
53,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
53,,1970-01-01 15:00:00,21600.0,0.7499973958423756
53,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
53,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
53,,1970-01-01 15:00:00,21600.0,0.7499973958423756
53,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
53,,1970-01-01 17:00:00,28800.0,0.9999965277898342
54,Activity A,1970-01-01 09:00:00,0.0,0.0
54,,1970-01-01 10:00:00,3600.0,0.12499956597372927
54,,1970-01-01 11:00:00,7200.0,0.24999913194745854
54,Activity D,,,
54,Activity E,,,
54,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
54,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
54,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
54,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
54,,1970-01-01 15:00:00,21600.0,0.7499973958423756
54,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
54,,,,
54,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
54,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
55,Activity A,1970-01-01 09:00:00,0.0,0.0
55,Activity B,1970-01-01 10:00:00,3600.0,0.1428565759659684
55,,1970-01-01 11:00:00,7200.0,0.2857131519319368
55,,1970-01-01 12:00:00,10800.0,0.4285697278979052
55,Activity E,,,
55,,1970-01-01 14:00:00,18000.0,0.714282879829842
55,Activity G,1970-01-01 14:00:00,18000.0,0.714282879829842
55,Activity K,1970-01-01 14:00:00,18000.0,0.714282879829842
55,Activity N,1970-01-01 15:00:00,21600.0,0.8571394557958104
55,Activity J,1970-01-01 15:00:00,21600.0,0.8571394557958104
55,,,,
55,Activity L,,,
55,,1970-01-01 16:00:00,25200.0,0.9999960317617788
55,Activity F,,,
56,Activity A,1970-01-01 09:00:00,0.0,0.0
56,Activity B,,,
56,Activity C,,,
56,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
56,Activity E,,,
56,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
56,Activity M,,,
56,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
56,Activity J,,,
56,Activity I,,,
56,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
56,,,,
56,,,,
56,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
57,Activity A,1970-01-01 09:00:00,0.0,0.0
57,Activity B,1970-01-01 10:00:00,3600.0,0.16666589506530063
57,Activity C,1970-01-01 11:00:00,7200.0,0.33333179013060127
57,Activity D,,,
57,Activity E,1970-01-01 13:00:00,14400.0,0.6666635802612025
57,Activity K,1970-01-01 14:00:00,18000.0,0.8333294753265031
57,,1970-01-01 14:00:00,18000.0,0.8333294753265031
57,Activity G,1970-01-01 14:00:00,18000.0,0.8333294753265031
57,Activity L,1970-01-01 15:00:00,21600.0,0.9999953703918039
57,,1970-01-01 15:00:00,21600.0,0.9999953703918039
57,Activity I,1970-01-01 15:00:00,21600.0,0.9999953703918039
57,Activity J,1970-01-01 15:00:00,21600.0,0.9999953703918039
57,Activity H,,,
57,Activity F,,,
58,Activity A,1970-01-01 09:00:00,0.0,0.0
58,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
58,Activity C,1970-01-01 11:00:00,7200.0,0.24999913194745854
58,,1970-01-01 12:00:00,10800.0,0.3749986979211878
58,Activity E,1970-01-01 13:00:00,14400.0,0.4999982638949171
58,,1970-01-01 14:00:00,18000.0,0.6249978298686463
58,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
58,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
58,,,,
58,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
58,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
58,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
58,,1970-01-01 16:00:00,25200.0,0.8749969618161049
58,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
59,Activity A,,,
59,Activity B,,,
59,Activity C,1970-01-01 11:00:00,7200.0,0.0
59,Activity D,,,
59,Activity E,1970-01-01 13:00:00,14400.0,0.33333179013060127
59,Activity M,1970-01-01 14:00:00,18000.0,0.49999768519590193
59,Activity G,1970-01-01 14:00:00,18000.0,0.49999768519590193
59,Activity K,1970-01-01 14:00:00,18000.0,0.49999768519590193
59,Activity N,1970-01-01 15:00:00,21600.0,0.6666635802612025
59,Activity I,1970-01-01 15:00:00,21600.0,0.6666635802612025
59,Activity J,1970-01-01 15:00:00,21600.0,0.6666635802612025
59,Activity L,,,
59,,1970-01-01 16:00:00,25200.0,0.8333294753265031
59,Activity F,1970-01-01 17:00:00,28800.0,0.9999953703918039
60,Activity A,1970-01-01 09:00:00,0.0,0.0
60,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
60,,1970-01-01 11:00:00,7200.0,0.24999913194745854
60,Activity D,,,
60,Activity E,1970-01-01 13:00:00,14400.0,0.4999982638949171
60,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
60,,1970-01-01 14:00:00,18000.0,0.6249978298686463
60,,1970-01-01 14:00:00,18000.0,0.6249978298686463
60,Activity L,1970-01-01 15:00:00,21600.0,0.7499973958423756
60,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
60,,,,
60,,,,
60,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
60,,1970-01-01 17:00:00,28800.0,0.9999965277898342
61,Activity A,1970-01-01 09:00:00,0.0,0.0
61,Activity B,,,
61,Activity C,1970-01-01 11:00:00,7200.0,0.24999913194745854
61,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
61,,,,
61,,1970-01-01 14:00:00,18000.0,0.6249978298686463
61,,1970-01-01 14:00:00,18000.0,0.6249978298686463
61,,1970-01-01 14:00:00,18000.0,0.6249978298686463
61,Activity N,,,
61,Activity L,,,
61,,1970-01-01 15:00:00,21600.0,0.7499973958423756
61,,,,
61,Activity H,,,
61,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
62,Activity A,1970-01-01 09:00:00,0.0,0.0
62,,,,
62,Activity C,,,
62,,1970-01-01 12:00:00,10800.0,0.4285697278979052
62,Activity E,1970-01-01 13:00:00,14400.0,0.5714263038638736
62,Activity K,,,
62,Activity M,1970-01-01 14:00:00,18000.0,0.714282879829842
62,Activity G,,,
62,,1970-01-01 15:00:00,21600.0,0.8571394557958104
62,Activity N,1970-01-01 15:00:00,21600.0,0.8571394557958104
62,Activity I,1970-01-01 15:00:00,21600.0,0.8571394557958104
62,Activity J,1970-01-01 15:00:00,21600.0,0.8571394557958104
62,,1970-01-01 16:00:00,25200.0,0.9999960317617788
62,Activity F,,,
63,Activity A,,,
63,,,,
63,Activity C,,,
63,,1970-01-01 12:00:00,10800.0,0.0
63,,1970-01-01 13:00:00,14400.0,0.1999988888950617
63,Activity K,1970-01-01 14:00:00,18000.0,0.3999977777901234
63,Activity M,,,
63,Activity G,,,
63,Activity L,1970-01-01 15:00:00,21600.0,0.5999966666851851
63,Activity N,1970-01-01 15:00:00,21600.0,0.5999966666851851
63,Activity I,1970-01-01 15:00:00,21600.0,0.5999966666851851
63,Activity J,1970-01-01 15:00:00,21600.0,0.5999966666851851
63,,1970-01-01 16:00:00,25200.0,0.7999955555802468
63,Activity F,1970-01-01 17:00:00,28800.0,0.9999944444753085
64,,1970-01-01 09:00:00,0.0,0.0
64,,1970-01-01 10:00:00,3600.0,0.1428565759659684
64,Activity C,1970-01-01 11:00:00,7200.0,0.2857131519319368
64,Activity D,1970-01-01 12:00:00,10800.0,0.4285697278979052
64,Activity E,1970-01-01 13:00:00,14400.0,0.5714263038638736
64,,1970-01-01 14:00:00,18000.0,0.714282879829842
64,,,,
64,Activity K,1970-01-01 14:00:00,18000.0,0.714282879829842
64,Activity N,1970-01-01 15:00:00,21600.0,0.8571394557958104
64,Activity J,,,
64,,1970-01-01 15:00:00,21600.0,0.8571394557958104
64,,,,
64,Activity H,1970-01-01 16:00:00,25200.0,0.9999960317617788
64,Activity F,,,
65,,,,
65,Activity B,,,
65,,1970-01-01 11:00:00,7200.0,0.0
65,,1970-01-01 12:00:00,10800.0,0.16666589506530063
65,Activity E,,,
65,Activity K,1970-01-01 14:00:00,18000.0,0.49999768519590193
65,Activity G,1970-01-01 14:00:00,18000.0,0.49999768519590193
65,,1970-01-01 14:00:00,18000.0,0.49999768519590193
65,,,,
65,,1970-01-01 15:00:00,21600.0,0.6666635802612025
65,Activity J,1970-01-01 15:00:00,21600.0,0.6666635802612025
65,Activity N,,,
65,Activity H,1970-01-01 16:00:00,25200.0,0.8333294753265031
65,Activity F,1970-01-01 17:00:00,28800.0,0.9999953703918039
66,Activity A,1970-01-01 09:00:00,0.0,0.0
66,Activity B,,,
66,Activity C,1970-01-01 11:00:00,7200.0,0.24999913194745854
66,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
66,Activity E,1970-01-01 13:00:00,14400.0,0.4999982638949171
66,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
66,,1970-01-01 14:00:00,18000.0,0.6249978298686463
66,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
66,,1970-01-01 15:00:00,21600.0,0.7499973958423756
66,,1970-01-01 15:00:00,21600.0,0.7499973958423756
66,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
66,,1970-01-01 15:00:00,21600.0,0.7499973958423756
66,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
66,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
67,Activity A,1970-01-01 09:00:00,0.0,0.0
67,Activity B,,,
67,Activity C,,,
67,Activity D,1970-01-01 12:00:00,10800.0,0.4285697278979052
67,,1970-01-01 13:00:00,14400.0,0.5714263038638736
67,,1970-01-01 14:00:00,18000.0,0.714282879829842
67,Activity G,1970-01-01 14:00:00,18000.0,0.714282879829842
67,Activity M,1970-01-01 14:00:00,18000.0,0.714282879829842
67,Activity L,,,
67,Activity I,1970-01-01 15:00:00,21600.0,0.8571394557958104
67,Activity J,1970-01-01 15:00:00,21600.0,0.8571394557958104
67,,,,
67,,1970-01-01 16:00:00,25200.0,0.9999960317617788
67,,,,
68,Activity A,1970-01-01 09:00:00,0.0,0.0
68,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
68,Activity C,,,
68,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
68,Activity E,,,
68,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
68,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
68,,1970-01-01 14:00:00,18000.0,0.6249978298686463
68,,1970-01-01 15:00:00,21600.0,0.7499973958423756
68,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
68,Activity I,,,
68,,1970-01-01 15:00:00,21600.0,0.7499973958423756
68,Activity H,,,
68,,1970-01-01 17:00:00,28800.0,0.9999965277898342
69,Activity A,,,
69,Activity B,1970-01-01 10:00:00,3600.0,0.0
69,Activity C,1970-01-01 11:00:00,7200.0,0.1428565759659684
69,Activity D,1970-01-01 12:00:00,10800.0,0.2857131519319368
69,Activity E,1970-01-01 13:00:00,14400.0,0.4285697278979052
69,Activity M,1970-01-01 14:00:00,18000.0,0.5714263038638736
69,Activity K,1970-01-01 14:00:00,18000.0,0.5714263038638736
69,Activity G,,,
69,,,,
69,Activity L,1970-01-01 15:00:00,21600.0,0.714282879829842
69,,1970-01-01 15:00:00,21600.0,0.714282879829842
69,Activity I,1970-01-01 15:00:00,21600.0,0.714282879829842
69,,1970-01-01 16:00:00,25200.0,0.8571394557958104
69,Activity F,1970-01-01 17:00:00,28800.0,0.9999960317617788
70,Activity A,1970-01-01 09:00:00,0.0,0.0
70,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
70,Activity C,,,
70,Activity D,,,
70,Activity E,1970-01-01 13:00:00,14400.0,0.4999982638949171
70,,,,
70,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
70,Activity G,,,
70,Activity L,,,
70,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
70,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
70,,,,
70,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
70,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
71,,,,
71,Activity B,1970-01-01 10:00:00,3600.0,0.0
71,Activity C,1970-01-01 11:00:00,7200.0,0.1428565759659684
71,Activity D,1970-01-01 12:00:00,10800.0,0.2857131519319368
71,Activity E,,,
71,Activity K,1970-01-01 14:00:00,18000.0,0.5714263038638736
71,Activity G,1970-01-01 14:00:00,18000.0,0.5714263038638736
71,Activity M,1970-01-01 14:00:00,18000.0,0.5714263038638736
71,Activity L,1970-01-01 15:00:00,21600.0,0.714282879829842
71,,,,
71,,,,
71,,1970-01-01 15:00:00,21600.0,0.714282879829842
71,Activity H,,,
71,Activity F,1970-01-01 17:00:00,28800.0,0.9999960317617788
72,Activity A,,,
72,,1970-01-01 10:00:00,3600.0,0.0
72,Activity C,1970-01-01 11:00:00,7200.0,0.16666589506530063
72,Activity D,1970-01-01 12:00:00,10800.0,0.33333179013060127
72,,1970-01-01 13:00:00,14400.0,0.49999768519590193
72,Activity G,1970-01-01 14:00:00,18000.0,0.6666635802612025
72,Activity M,1970-01-01 14:00:00,18000.0,0.6666635802612025
72,Activity K,1970-01-01 14:00:00,18000.0,0.6666635802612025
72,,1970-01-01 15:00:00,21600.0,0.8333294753265031
72,,,,
72,Activity N,1970-01-01 15:00:00,21600.0,0.8333294753265031
72,,1970-01-01 15:00:00,21600.0,0.8333294753265031
72,,1970-01-01 16:00:00,25200.0,0.9999953703918039
72,,,,
73,Activity A,1970-01-01 09:00:00,0.0,0.0
73,Activity B,1970-01-01 10:00:00,3600.0,0.1428565759659684
73,Activity C,,,
73,Activity D,1970-01-01 12:00:00,10800.0,0.4285697278979052
73,Activity E,1970-01-01 13:00:00,14400.0,0.5714263038638736
73,Activity K,1970-01-01 14:00:00,18000.0,0.714282879829842
73,Activity M,,,
73,Activity G,1970-01-01 14:00:00,18000.0,0.714282879829842
73,,,,
73,Activity N,1970-01-01 15:00:00,21600.0,0.8571394557958104
73,Activity J,1970-01-01 15:00:00,21600.0,0.8571394557958104
73,Activity I,,,
73,,1970-01-01 16:00:00,25200.0,0.9999960317617788
73,Activity F,,,
74,,,,
74,Activity B,1970-01-01 10:00:00,3600.0,0.0
74,Activity C,,,
74,Activity D,1970-01-01 12:00:00,10800.0,0.2857131519319368
74,Activity E,1970-01-01 13:00:00,14400.0,0.4285697278979052
74,Activity G,1970-01-01 14:00:00,18000.0,0.5714263038638736
74,Activity M,1970-01-01 14:00:00,18000.0,0.5714263038638736
74,Activity K,,,
74,Activity J,1970-01-01 15:00:00,21600.0,0.714282879829842
74,Activity I,,,
74,Activity N,1970-01-01 15:00:00,21600.0,0.714282879829842
74,,1970-01-01 15:00:00,21600.0,0.714282879829842
74,,,,
74,Activity F,1970-01-01 17:00:00,28800.0,0.9999960317617788
75,Activity A,1970-01-01 09:00:00,0.0,0.0
75,Activity B,1970-01-01 10:00:00,3600.0,0.1428565759659684
75,Activity C,1970-01-01 11:00:00,7200.0,0.2857131519319368
75,Activity D,,,
75,Activity E,1970-01-01 13:00:00,14400.0,0.5714263038638736
75,Activity K,,,
75,Activity M,1970-01-01 14:00:00,18000.0,0.714282879829842
75,,1970-01-01 14:00:00,18000.0,0.714282879829842
75,Activity L,1970-01-01 15:00:00,21600.0,0.8571394557958104
75,Activity N,1970-01-01 15:00:00,21600.0,0.8571394557958104
75,,,,
75,Activity I,1970-01-01 15:00:00,21600.0,0.8571394557958104
75,Activity H,1970-01-01 16:00:00,25200.0,0.9999960317617788
75,,,,
76,Activity A,1970-01-01 09:00:00,0.0,0.0
76,Activity B,1970-01-01 10:00:00,3600.0,0.1428565759659684
76,Activity C,1970-01-01 11:00:00,7200.0,0.2857131519319368
76,Activity D,1970-01-01 12:00:00,10800.0,0.4285697278979052
76,Activity E,,,
